6.380082269463012157e-01 -1.183280762558860166e+00 2.000000000000000000e+00
-4.651413614227576376e-01 -1.489612942206986590e+00 1.000000000000000000e+00
1.355831586042840708e+00 9.897252256767324896e-01 0.000000000000000000e+00
-1.017821506879357685e+00 -2.562380901758329887e-01 1.000000000000000000e+00
7.347352667744517785e-01 6.258174832722802616e-01 0.000000000000000000e+00
7.408295759597323116e-01 1.823965971149389409e-01 0.000000000000000000e+00
1.943036741367349940e-01 -7.603661867236928273e-01 2.000000000000000000e+00
-6.664278501653633224e-01 -1.053696465154316364e+00 1.000000000000000000e+00
6.618669403489232383e-01 1.376847687319979752e-01 0.000000000000000000e+00
-3.386680331621049200e-01 -1.046454245874525846e+00 1.000000000000000000e+00
-1.255132884143346894e+00 -1.388236541270952973e+00 1.000000000000000000e+00
7.656398780004369797e-01 -8.721917413081092807e-01 2.000000000000000000e+00
-1.257330922724896327e+00 -1.519827297937693444e+00 1.000000000000000000e+00
1.288782213308368618e+00 6.705553216180071274e-01 0.000000000000000000e+00
1.114152224812622105e+00 -8.732744478564102852e-01 2.000000000000000000e+00
6.370038310536864090e-01 -1.047663385439089767e+00 2.000000000000000000e+00
-6.742458692183512792e-01 -6.497998304635250744e-01 1.000000000000000000e+00
7.190795868656894019e-01 7.554246272840170473e-01 0.000000000000000000e+00
-7.253689925331152644e-01 -9.650546130572856818e-01 1.000000000000000000e+00
-7.018978786410905446e-01 -9.628981793119900656e-01 1.000000000000000000e+00
8.568392450694743978e-01 7.844017945463624963e-01 0.000000000000000000e+00
1.018164059341933436e+00 9.600113215742933637e-02 0.000000000000000000e+00
1.128395402086584731e+00 6.726951990034567563e-01 0.000000000000000000e+00
-1.590478130831336046e+00 -8.807330675280625742e-01 1.000000000000000000e+00
7.088408773251309025e-01 1.177726012629763952e+00 0.000000000000000000e+00
-1.223376419844188545e+00 -9.587251570109742715e-01 1.000000000000000000e+00
1.085796298247933667e+00 -9.097605444612961723e-01 2.000000000000000000e+00
1.931664447990353306e+00 -1.031550277864999865e+00 2.000000000000000000e+00
-8.099897206000739036e-01 -6.936670490585464810e-01 1.000000000000000000e+00
8.848037570694815557e-01 -1.005900141261122371e+00 2.000000000000000000e+00
1.142070442358815496e+00 1.163766648762830203e+00 0.000000000000000000e+00
-8.988521271790761435e-01 -4.820568918624952293e-01 1.000000000000000000e+00
-1.302482429945514220e+00 -1.009061306587891949e+00 1.000000000000000000e+00
-1.531002124924943031e+00 -7.604353488139576900e-01 1.000000000000000000e+00
8.707005247397523462e-01 -6.257861993532671807e-01 2.000000000000000000e+00
1.228330980216247648e+00 1.356091733440802694e+00 0.000000000000000000e+00
3.711857301402747833e-01 -1.347961551519976986e+00 2.000000000000000000e+00
1.502512307324153085e+00 2.967400043665543441e-01 0.000000000000000000e+00
